"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"PG&amp;E Corp. recorded a $100 million third-quarter charge for a California wildfire that its equipment may have spark… https://t.co/YOxESMKMJv",FALSE,1,,2022-10-29 01:30:00,TRUE,,"1586168442209673216",,"<a href=""https://eclincher.com"" rel=""nofollow"">eClincher</a>","NadrichCohen",0,FALSE,FALSE,,
"In LA the trees smell like cum, the skunks smell like weed, the coyotes seem like friendly skinny dogs, and the sme… https://t.co/wsuxRPKwgG",FALSE,18,,2022-10-29 00:58:26,TRUE,,"1586160497350410240",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meatsical",4,FALSE,FALSE,,
"In caring for vulnerable neighbors; preserving open space, native wildlife &amp; oaks; securing clean air &amp; #water, rel… https://t.co/2k9k5XhASm",FALSE,8,,2022-10-28 22:15:55,TRUE,,"1586119597589090304",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RAWitt2",0,FALSE,FALSE,,
"“Mama I’m Coming Home” is finally available to stream as well as a new song “I Don’t Wanna Feel” and an orchestral… https://t.co/6M55g8ZmfN",FALSE,53,,2022-10-28 18:48:29,TRUE,,"1586067396938326021",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DocCoyle",7,FALSE,FALSE,,
"Gusty #SantaAnawinds are a reminder that it's still peak #fireseason. In the event of a wildfire, #UCIHealth #lung… https://t.co/cnmBfa2SmV",FALSE,1,,2022-10-28 18:42:01,TRUE,,"1586065767061229573",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","UCIrvineHealth",0,FALSE,FALSE,,
"@atrupar If your boss is getting pissed off at you &amp; you can't afford to lose a week or more pay what do you do? yo… https://t.co/21ATrMBwV4",FALSE,0,"markblei",2022-10-28 18:16:26,TRUE,"1586058881549090822","1586059330297597952","14181948","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","markblei",0,FALSE,FALSE,,
"R&amp;B SZN - new music w/ the legend @Ye_Ali  l o a d i n g  💿

S/O my son reacting to y’all’s comments. He hype lol… https://t.co/gX8i8pYrEC",FALSE,8,,2022-10-28 17:15:38,TRUE,,"1586044030936403969",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","will_wildfire",3,FALSE,FALSE,,
"There are just two weeks until the virtual Wildfire Household Education Workshop! Join us on 11/9 to learn how to p… https://t.co/1n3fYz2dCT",FALSE,1,,2022-10-28 16:30:26,TRUE,,"1586032655770025986",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SGVCOG",1,FALSE,FALSE,,
"CEE Seminar Series for Fall 2022 
Today!!! Friday, Oct. 28th, 1:30 PM - MDEA 

Roger Bales, Ph.D., will be talking… https://t.co/jqbQEDmKfP",FALSE,7,,2022-10-28 16:30:00,TRUE,,"1586032545480597504",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CEEUCI",3,FALSE,FALSE,,
"Congrats to MPA alum @JenGrayThompson who is on this year's @Forbes 50 Over 50 Impact List! She has become a leader… https://t.co/wgfeC2S1ZC",FALSE,2,,2022-10-28 16:02:05,TRUE,,"1586025520197672963",,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","USCPrice",1,FALSE,FALSE,,
"Germany’s Move To Legalize Marijuana Will Spark A Wildfire In Europe, Says This Cannabis CEO https://t.co/fj9Mz69Slg",FALSE,0,,2022-10-28 10:23:21,FALSE,,"1585940275683364867",,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","_ReportWire",0,FALSE,FALSE,,
"@Twinkjet1 @sarahstuartxx @TaliaASquires Among younger people, bisexuality is exponentially more common in both sex… https://t.co/zi31GWDvbg",FALSE,22,"Twinkjet1",2022-10-28 08:50:40,TRUE,"1585915217761816576","1585916949619298304","1544166854864044032","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RVeradonir",3,FALSE,FALSE,,
"Wildfires in the West Threaten Whole Country. New data shows that California’s wildfire seasons have become increas… https://t.co/3Dlz3WR3zb",FALSE,2,,2022-10-28 05:30:00,TRUE,,"1585866450333360128",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","EarthAccounting",3,FALSE,FALSE,,
"@SKEPTICLBELIEVR @TheSaltiest1 @tinyklaus That doesn't solve the problem at all, which is the spread of misinformat… https://t.co/TGnCMDlBHe",FALSE,1,"SKEPTICLBELIEVR",2022-10-28 03:57:01,TRUE,"1585842310742478848","1585843052857348096","1373749699379752962","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TobyAM",0,FALSE,FALSE,,
"for Halloween, imma be a sexy California wildfire

0% contained 😏",FALSE,3,,2022-10-28 03:08:28,FALSE,,"1585830834740740096",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IanZandi",1,FALSE,FALSE,,
"@JennaEllisEsq Just like that, a bushfire....soon will be a wildfire the size of millions of patriots amassing at DC.",FALSE,0,"JennaEllisEsq",2022-10-28 02:56:44,FALSE,"1585822317627805696","1585827879493177345","778763106289758208","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jueyun_chilis",0,FALSE,FALSE,,
"@GOKCommentary You know not what you are talking about. It's environ would have been unbearable due to the heat fro… https://t.co/MbNsnr9Jr9",FALSE,1,"GOKCommentary",2022-10-28 01:36:45,TRUE,"1585712539148623873","1585807751652835329","1281210333680500736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","japheth_aseko",0,FALSE,FALSE,,
"@MeredthSalenger @RealMerrinD It's not Yacht rock. 
Wildfire is my least favorite song about a girl and her horse dying. :)",FALSE,6,"MeredthSalenger",2022-10-28 00:21:19,FALSE,"1585787758571683840","1585788769831030784","34785922","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","thekevinryder",0,FALSE,FALSE,,
"California regulators proposed PG&amp;E pay $155.4 million in fines and take other corrective measures for violations r… https://t.co/l6njkwyvVg",FALSE,0,,2022-10-27 22:34:09,TRUE,,"1585761799583854593",,"<a href=""https://dashboard.heropost.io/"" rel=""nofollow"">Heropost</a>","ramtinlaw",0,FALSE,FALSE,,
"@white_bite Maybe the difference this time will be a dictatorship didn't keep it secret and allow it to spread like… https://t.co/GxjAcOnjNF",FALSE,1,"white_bite",2022-10-27 19:42:58,TRUE,"1585328144076398594","1585718719321296896","321413161","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheRedTerra",0,FALSE,FALSE,,
"Currently 25 large #fires are burning over 256k acres in the U.S. More could spark due to the winds &amp; low humidity… https://t.co/5wqfZ4P1Qe",FALSE,0,,2022-10-27 19:18:23,TRUE,,"1585712534505529346",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","DefyDisaster",0,FALSE,FALSE,,
"Wildfire by Michael Murphy is a dumpster fire inside a collapsed building inside an active volcano https://t.co/Urk6uB614W",FALSE,53,,2022-10-27 19:11:23,FALSE,,"1585710770469318656",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thekevinryder",0,FALSE,FALSE,,
"""At two degrees, in many parts of the world, floods that used to hit once a century would come every single year, a… https://t.co/ieOIRyqlSM",FALSE,0,"torrHL",2022-10-27 19:11:11,TRUE,"1585710634309517312","1585710722129874945","25912403","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","torrHL",0,FALSE,FALSE,,
"It was a pleasure to attend the 2022 city managers meeting. I always learn something new and it was great to see my… https://t.co/241YxvnAzQ",FALSE,4,,2022-10-27 18:13:30,TRUE,,"1585696203592695808",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SCE_AaronT",0,FALSE,FALSE,,
"“We will need trillions of dollars of annual investment to decarbonize the global economy over the next three decad… https://t.co/jZWlaLVQoG",FALSE,1,,2022-10-27 16:27:29,TRUE,,"1585669525982298114",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrendanFWallace",1,FALSE,FALSE,,
"“You cannot make a difference in this world and be agreeable.”

— one of the dopest things I’ve ever heard my friends say @MickeyShiloh",FALSE,5,,2022-10-27 15:20:26,FALSE,,"1585652650489651205",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","will_wildfire",3,FALSE,FALSE,,
