"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","timeline"
"@TheDemocrats Fear mongering. More lies. You got us into this disaster of an economy in a shockingly short time. Ha… https://t.co/X8rKP7UwtC",FALSE,0,"TheDemocrats",2022-10-27 23:58:59,TRUE,"1585752701480091651","1585783148763172864","14377605","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jamessukifarms",0,FALSE,FALSE,,,"before"
"RT @marklevinshow: Obama going to Pennsylvania to campaign for Fetterman. Good!  He’s a proven disaster.
https://t.co/weVNCZBH1H",FALSE,0,,2022-10-27 23:58:55,FALSE,,"1585783131574968320",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here4kixs",537,TRUE,FALSE,,,"before"
"@staceyabrams Vote against the democrats or continue to lose money, buying power, freedoms. Demon rats only throw O… https://t.co/95eOCZohi0",FALSE,0,"staceyabrams",2022-10-27 23:58:50,TRUE,"1585625615805386752","1585783109772902400","216065430","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PatRiot25252525",0,FALSE,FALSE,,,"before"
"RT @RBReich: It will be a disaster if Elon Musk's hostile takeover of Twitter goes through. Billionaires shouldn't be able to control such…",FALSE,0,,2022-10-27 23:58:50,FALSE,,"1585783107961110530",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","abramson1234",1262,TRUE,FALSE,,,"before"
"An interesting absurdity that keeps happening...

People do their job.
An automated system is put in place.
People… https://t.co/hmlcTADUti",FALSE,6,,2022-10-27 23:58:48,TRUE,,"1585783100109455360",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pyxaron",0,FALSE,FALSE,,,"before"
"that combo is a disaster. pogba and ten hag would def not get along 😂 https://t.co/MEdUUldImX",FALSE,0,,2022-10-27 23:58:41,FALSE,,"1585783070690791425",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","powerthegod7",0,FALSE,FALSE,,,"before"
"@POTUS No one cares about the GDP.  You can manipulate that # by not factoring in inflation.  Your economic policie… https://t.co/az0RElRfI1",FALSE,1,"POTUS",2022-10-27 23:58:40,TRUE,"1585631383871180801","1585783068182224896","1349149096909668363","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JGREGDWYER",0,FALSE,FALSE,,,"before"
"@POTUS Right into bankruptcy.  Between you inflationary policies and the financial disaster that is social security it WILL change.",FALSE,1,"POTUS",2022-10-27 23:58:39,FALSE,"1585770002468294657","1585783064906846208","1349149096909668363","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eylarson",0,FALSE,FALSE,,,"before"
"RT @marklevinshow: Obama going to Pennsylvania to campaign for Fetterman. Good!  He’s a proven disaster.
https://t.co/weVNCZBH1H",FALSE,0,,2022-10-27 23:58:38,FALSE,,"1585783057558085632",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","christiancnserv",537,TRUE,FALSE,,,"before"
"RT @TruthJustis4USA: @Jim_Jordan If Gym was honest he’d tell people that:

✔️Per capita, crime is higher in Red states than Blue.
✔️Republi…",FALSE,0,,2022-10-27 23:58:30,FALSE,,"1585783027501715456",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","behepchat",36,TRUE,FALSE,,,"before"
"RT @RBReich: It will be a disaster if Elon Musk's hostile takeover of Twitter goes through. Billionaires shouldn't be able to control such…",FALSE,0,,2022-10-27 23:58:26,FALSE,,"1585783007750762496",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpc268",1262,TRUE,FALSE,,,"before"
"RT @RBReich: It will be a disaster if Elon Musk's hostile takeover of Twitter goes through. Billionaires shouldn't be able to control such…",FALSE,0,,2022-10-27 23:58:22,FALSE,,"1585782991296479233",,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RaniLyons",1262,TRUE,FALSE,,,"before"
"@NiemanLab The Baquet era at the NYT was an unmitigated disaster but sure, let’s see what he has to say…",FALSE,0,"NiemanLab",2022-10-27 23:58:21,FALSE,"1585775885659308032","1585782986733412352","15865878","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshuaCPowers",0,FALSE,FALSE,,,"before"
"RT @Newsweek: According to Kyiv, Russia could sabotage the Zaporizhzhia Nuclear Power Plant and risk a nuclear disaster. https://t.co/a5BcJ…",FALSE,0,,2022-10-27 23:58:17,FALSE,,"1585782970417262592",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anders9nn",14,TRUE,FALSE,,,"before"
"Look people still have time to Repent and be saved but our nation has been warned over and over without Repenting.… https://t.co/EtcfDjqtPt",FALSE,0,,2022-10-27 23:58:17,TRUE,,"1585782970039685120",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Iwasatthecross",0,FALSE,FALSE,,,"before"
"RT @equalityAlec: I recently posted about a disaster in Akron, Ohio where a corporate landlord profited from renting apartments without car…",FALSE,0,,2022-10-27 23:58:16,FALSE,,"1585782968894693376",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MorganL666",271,TRUE,FALSE,,,"before"
"RT @wallacemick: Why does Military Industrial Complex get a free pass despite causing 6% of all global #Emissions.? - #Africa with 1.2 Bill…",FALSE,0,,2022-10-27 23:58:15,FALSE,,"1585782961495977984",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BowesChay",4733,TRUE,FALSE,,,"before"
"RT @bardofparadise: multiple tweets have gone around commenting on how stranger things fandom on twitter is a disaster bc of how many peopl…",FALSE,0,,2022-10-27 23:58:13,FALSE,,"1585782956659875840",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brhlthvr",92,TRUE,FALSE,,,"before"
"RT @rushtumthere: #GodFather Worldwide Box-office Closing Collections

👉 Theatrical Rights - 80Crs
👉closings - 55CR 
👉 Recovery - 69%
👉 Ver…",FALSE,0,,2022-10-27 23:58:13,FALSE,,"1585782956324360194",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ysrayudu9999",401,TRUE,FALSE,,,"before"
"RT @snb19692: One day we will get justice! Those that instigated &amp; aided this farce, disaster &amp; crimes we have been put through deserve to…",FALSE,0,,2022-10-27 23:58:08,FALSE,,"1585782933683519488",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","geinorstyles",305,TRUE,FALSE,,,"before"
"RT @KyivIndependent: ⚡️ General Staff: Russians may stage terrorist attacks on occupied territories when retreating.

During their retreat,…",FALSE,0,,2022-10-27 23:58:08,FALSE,,"1585782932752412672",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eastgoingwest",884,TRUE,FALSE,,,"before"
"RT @RichardBurgon: Today, as Shell reported mega-profits, the UN warned we’re heading for climate disaster.

The very same oil and gas gian…",FALSE,0,,2022-10-27 23:58:06,FALSE,,"1585782925894701056",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Artboy1",713,TRUE,FALSE,,,"before"
"RT @SaharaReporters: Flooding: Bayelsa Knocks Nigerian Ministry Of Humanitarian And Disaster Management For Lying Over Supply Of Food Mater…",FALSE,0,,2022-10-27 23:58:04,FALSE,,"1585782918873436160",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HappyHe10069281",830,TRUE,FALSE,,,"before"
"RT @UNBiodiversity: Latest data from @unep on the #ClimateCrisis is now out.

Ahead of #COP27, 2022 #EmissionsGap report highlights urgent…",FALSE,0,,2022-10-27 23:58:02,FALSE,,"1585782910531293185",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ing_Martin_V",10,TRUE,FALSE,,,"before"
"The Supreme Court is headed for a self-imposed voting caseload disaster. https://t.co/3DNiCvCyS6",FALSE,0,,2022-10-27 23:58:00,FALSE,,"1585782899072286721",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OldManHarm",0,FALSE,FALSE,,,"before"
"RT @CasandraLGarcia: As a lifelong South Texan and the wife of a Border Patrol agent, I don't like what I see in DC.

The Biden-Pelosi-Cuel…",FALSE,0,,2022-10-27 23:57:59,FALSE,,"1585782896169832448",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Workinman65",221,TRUE,FALSE,,,"before"
"RT @KyivIndependent: ⚡️ General Staff: Russians may stage terrorist attacks on occupied territories when retreating.

During their retreat,…",FALSE,0,,2022-10-27 23:57:58,FALSE,,"1585782893364015104",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rudawska_ewa",884,TRUE,FALSE,,,"before"
"@NileGardiner @DavidGHFrost Tories face electoral disaster…whenever they call a GE.  That’s the headline",FALSE,0,"NileGardiner",2022-10-27 23:57:57,FALSE,"1585717648339664896","1585782888691249152","849880970","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paulwhateley",0,FALSE,FALSE,,,"before"
"RT @RichardBurgon: Today, as Shell reported mega-profits, the UN warned we’re heading for climate disaster.

The very same oil and gas gian…",FALSE,0,,2022-10-27 23:57:55,FALSE,,"1585782880675971072",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kathLawton6",713,TRUE,FALSE,,,"before"
"@gwensteroony @LaurenJ932 @bbcquestiontime For many there's a big jump from accepting we are changing the climate a… https://t.co/At0xBDMvU0",FALSE,0,"gwensteroony",2022-10-27 23:57:52,TRUE,"1585781805671759872","1585782868646707200","1643651900","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BJanM",0,FALSE,FALSE,,,"before"
"RT @DanRShafer: Milwaukee Urbanist Twitter is sleeping on how much of a disaster Tim Michels would be for efforts like removing 794 or the…",FALSE,0,,2022-10-27 23:57:52,FALSE,,"1585782868457902080",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","packfansunited",71,TRUE,FALSE,,,"before"
"@ScotsFyre @MetroUK Rumour has it that Singer, Bryan Adams, is Harry's biological dad. This would be bombshell book… https://t.co/r5ERuY9Y5t",FALSE,0,"ScotsFyre",2022-10-27 23:57:51,TRUE,"1585769531925966849","1585782864037449728","2604459826","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","apodco",0,FALSE,FALSE,,,"before"
"RT @wallacemick: Why does Military Industrial Complex get a free pass despite causing 6% of all global #Emissions.? - #Africa with 1.2 Bill…",FALSE,0,,2022-10-27 23:57:50,FALSE,,"1585782860258349056",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karlitas",4733,TRUE,FALSE,,,"before"
"RT @RBReich: Peter Thiel is the Citizens United disaster personified.
 
He's poured nearly $30 million into the midterms.
 
Most of those f…",FALSE,0,,2022-10-27 23:57:45,FALSE,,"1585782838703820801",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jcarroll8390",5059,TRUE,FALSE,,,"before"
"@joncoopertweets Nkt me...joe and kamala have been a disaster at every turn...Fetterman is not fit...that was obvio… https://t.co/ltA7T23soo",FALSE,0,"joncoopertweets",2022-10-27 23:57:42,TRUE,"1585707674955616269","1585782826418737152","27493883","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bruceash12",0,FALSE,FALSE,,,"before"
"RT @angelphires: Feral sapphic disaster, otherwise known as Teru-chan !!✨

#mp100 #terumob https://t.co/g3qyY2Cbhr",FALSE,0,,2022-10-27 23:57:41,FALSE,,"1585782822488264704",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cerealenjoyerr",164,TRUE,FALSE,,,"before"
"RT @stacie_wilke: Don't let this happen in Carson City. #ElectStacieWilke- CC Clerk/Recorder.
 Nye County ballot counting a ‘historic disas…",FALSE,0,,2022-10-27 23:57:41,FALSE,,"1585782818625376256",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","andrewssports",3,TRUE,FALSE,,,"before"
"RT @nadaeltonsy24: Everything today was a disaster",FALSE,0,,2022-10-27 23:57:40,FALSE,,"1585782817656430592",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mayanelghorab",1,TRUE,FALSE,,,"before"
"RT @Jairam_Ramesh: Today on Day 50 of #BharatJodoYatra @RahulGandhi interacted with farmers &amp; farmers’ representatives from different parts…",FALSE,0,,2022-10-27 23:57:34,FALSE,,"1585782792989724673",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AQEEL23HUSSAIN",743,TRUE,FALSE,,,"before"
"RT @marklevinshow: Obama going to Pennsylvania to campaign for Fetterman. Good!  He’s a proven disaster.
https://t.co/weVNCZBH1H",FALSE,0,,2022-10-27 23:57:34,FALSE,,"1585782792264130560",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ym0531",537,TRUE,FALSE,,,"before"
"RT @DoctorHenryCT: Oz think local politicians should have a say in whether women get abortions? Interesting in that Republicans have reject…",FALSE,0,,2022-10-27 23:57:34,FALSE,,"1585782789592715267",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryMary0414",122,TRUE,FALSE,,,"before"
"RT @Spotlight_Abby: Emmanuel Efeni just taught us a bit of history on Arise TV. In 1984, Bubari changed Naira notes &amp; also closed the borde…",FALSE,0,,2022-10-27 23:57:33,FALSE,,"1585782785973039104",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NEYOKI",2738,TRUE,FALSE,,,"before"
"RT @RBReich: It will be a disaster if Elon Musk's hostile takeover of Twitter goes through. Billionaires shouldn't be able to control such…",FALSE,0,,2022-10-27 23:57:27,FALSE,,"1585782763218608128",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoChinajm",1262,TRUE,FALSE,,,"before"
"RT @dynawilly: @PeterDutton_MP For a bloke whose government gave us a TRILLION DOLLAR DEBT AND DEFICIT DISASTER I'd suggest you crawl back…",FALSE,0,,2022-10-27 23:57:27,FALSE,,"1585782762375565312",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JasonBirch0916",8,TRUE,FALSE,,,"before"
"RT @majinruii: No he's a chaotic disaster https://t.co/wkE8Jzr5oJ",FALSE,0,,2022-10-27 23:57:27,FALSE,,"1585782760903389184",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2020Mucky",19,TRUE,FALSE,,,"before"
"RT @mccaffreyr3: Putin. The Russians. This Ambassador. They are all playing the West. Extremely unlikely and illogical to employ nukes. The…",FALSE,0,,2022-10-27 23:57:22,FALSE,,"1585782741526007808",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","flet_jess",57,TRUE,FALSE,,,"before"
"RT @RBReich: It will be a disaster if Elon Musk's hostile takeover of Twitter goes through. Billionaires shouldn't be able to control such…",FALSE,0,,2022-10-27 23:57:20,FALSE,,"1585782733342912512",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ann_crossley",1262,TRUE,FALSE,,,"before"
"i have set myself up for disaster.",FALSE,1,,2022-10-27 23:57:20,FALSE,,"1585782731220262913",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gattofang",0,FALSE,FALSE,,,"before"
"RT @OhHaiAndy: 14) It’s never too late as long as you start.

If at 29 I had given up and thought it was ""too late"" to turn my life around,…",FALSE,0,,2022-10-27 23:57:20,FALSE,,"1585782730595262470",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_OhHai_Andy",9,TRUE,FALSE,,,"before"
"RT @GlasnostGone: 246 days into his 3 day invasion of #Ukraine, Putin must hide his military disaster from the Russian people. He'll buy ti…",FALSE,0,,2022-10-27 23:57:09,FALSE,,"1585782686001422337",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ivanmodrat",27,TRUE,FALSE,,,"before"
"RT @RBReich: It will be a disaster if Elon Musk's hostile takeover of Twitter goes through. Billionaires shouldn't be able to control such…",FALSE,0,,2022-10-27 23:57:04,FALSE,,"1585782667349397504",,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zdogsdean",1262,TRUE,FALSE,,,"before"
"RT @JAVED0909: Dear @RahulGandhi genesis of Kashmir disaster lies in Cong treating J&amp;K as pvt estate mortgaged to friendships with evil Muf…",FALSE,0,,2022-10-27 23:57:04,FALSE,,"1585782665516834816",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BroadWit",15,TRUE,FALSE,,,"before"
"@wanjis2point0 Right like they have some truly good, well made movies, continuity is a tad messy, don’t see why it’… https://t.co/6q0437oIHb",FALSE,1,"wanjis2point0",2022-10-27 23:57:02,TRUE,"1585781046909337600","1585782656221925376","1498699319037337610","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iHateSporkss",0,FALSE,FALSE,,,"before"
"@MikeHudema Horses*it. Why did you forget to tell about blackouts and that there is not enough energy even in Calif… https://t.co/H87yw9A8W0",FALSE,6,"MikeHudema",2022-10-27 23:56:58,TRUE,"1585713506594312192","1585782641961451521","15088481","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SamiSji",1,FALSE,FALSE,,,"before"
"RT @Intrattackout: For anyone who still doesn't do this: private save. Don't ever quicksave unless you have a very good reason for it. Ever…",FALSE,0,,2022-10-27 23:56:58,FALSE,,"1585782640279519234",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kurayamiWwW",7,TRUE,FALSE,,,"before"
"According to Kyiv, Russia could sabotage the Zaporizhzhia Nuclear Power Plant and risk a nuclear disaster. https://t.co/a5BcJXGhZ4",FALSE,49,,2022-10-27 23:56:57,FALSE,,"1585782636869451777",,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>","Newsweek",14,FALSE,FALSE,,,"before"
"RT @ThePollLady: @BefittingFacts @YouTubeIndia @GoI_MeitY @Rajeev_GoI How is money going to Pakistani content creators from YouTube India o…",FALSE,0,,2022-10-27 23:56:56,FALSE,,"1585782632348282880",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bheku_bheda",170,TRUE,FALSE,,,"before"
"RT @wallacemick: IMF #EU +World Bank forced Austerity + Neoliberal Reforms are destroying the social safety net in #Tunisia - IMF is forcin…",FALSE,0,,2022-10-27 23:56:54,FALSE,,"1585782623715983360",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","7leaguebootdisk",1693,TRUE,FALSE,,,"before"
"@WallsOther @barnes_law Hobbs was wise to not debate Lake. Would’ve been a Fettermanesque disaster.",FALSE,3,"WallsOther",2022-10-27 23:56:52,FALSE,"1585780931054313472","1585782614002397184","1479187478967816193","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MaxMBJ",0,FALSE,FALSE,,,"before"
"RT @faizashaheen: And so the cycle of Tory renewal begins again…Ministers &amp; PM Rishi Sunak will talk like they didn’t have anything to do w…",FALSE,0,,2022-10-27 23:56:51,FALSE,,"1585782612769087489",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","milliemonster48",40,TRUE,FALSE,,,"before"
"RT @Spotlight_Abby: Emmanuel Efeni just taught us a bit of history on Arise TV. In 1984, Bubari changed Naira notes &amp; also closed the borde…",FALSE,0,,2022-10-27 23:56:51,FALSE,,"1585782608910516224",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stevey_sc",2738,TRUE,FALSE,,,"before"
"RT @RyanMaue: Article on ""climate intel"" companies using ""garbage models"" to inform public policy. One in particular is dragged for their o…",FALSE,0,,2022-10-27 23:56:47,FALSE,,"1585782595199148032",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Peter_ORyan99",21,TRUE,FALSE,,,"before"
